Date,Close,High,Low,Open,Volume
2004-10-08,3.4101216793060303,3.4584026989821943,3.392542191942092,3.4346339389409404,222442656
2004-10-11,3.348966121673584,3.4381005142230996,3.314054821419778,3.392047148264627,210437827
2004-10-12,3.401951313018799,3.4071503590584555,3.302912993707751,3.3286629188070624,234419380
2004-10-13,3.4886090755462646,3.5542221436077517,3.468306820391979,3.548526799323868,397203256
2004-10-14,3.5158441066741943,3.5252531567353445,3.4306725199610586,3.4913327953496256,209835578
2004-10-15,3.568086862564087,3.602503286502034,3.5146065587585764,3.5883900664551165,265150137
2004-10-18,3.693122386932373,3.694112376648186,3.496284369474603,3.545555614878301,282061287
2004-10-19,3.6629161834716797,3.7733437715605844,3.648308086820195,3.7263004150251224,363918964
2004-10-20,3.4784579277038574,3.688913843478052,3.4564219433564176,3.665144132585826,456613107
2004-10-21,3.6985690593719482,3.7171385358444513,3.506435924937343,3.5752668728790584,585767401
2004-10-22,4.269275665283203,4.460913694291866,4.062533478651458,4.222479985371447,1481207196
2004-10-25,4.639924049377441,4.813983528865633,4.272245624547061,4.367569994183461,1315480331
2004-10-26,4.501272201538086,4.769664920438115,4.45670488252172,4.613680251919952,895628499
2004-10-27,4.604519367218018,4.692414918451783,4.500529429808419,4.524050754475784,536262538
2004-10-28,4.786005020141602,4.812992371363099,4.595357228225157,4.622097141276567,596097978
2004-10-29,4.720145225524902,4.950655211756672,4.719154524805936,4.924410175054771,849672890
2004-11-01,4.853598594665527,4.894204054057743,4.735744071565811,4.79219552920722,490828877
2004-11-02,4.824877738952637,4.9333239118305485,4.7869959995011495,4.921687208019114,455553149
2004-11-03,4.74564790725708,4.991509535477167,4.722869370676322,4.906832574961075,557630330
2004-11-04,4.573073863983154,4.714203219616208,4.539648852032323,4.66567452391762,578544429
2004-11-05,4.1930155754089355,4.513650880050043,4.17320867168309,4.505728118559705,796297573
2004-11-08,4.272246360778809,4.343802457918559,4.194254026013766,4.232137195462558,449349985
2004-11-09,4.1769232749938965,4.337859548186047,4.091997932577661,4.3106242809731246,444226854
2004-11-10,4.156124591827393,4.271503790657838,4.118242846703057,4.225698809013241,427355853
2004-11-11,4.531478404998779,4.549552769942172,4.148944164671411,4.187569646638689,601666773
2004-11-12,4.506223201751709,4.699347276721687,4.392330063458576,4.586196926978588,672354740
2004-11-15,4.5772833824157715,4.662703598966723,4.4257559272884714,4.467846492029775,477844390
2004-11-16,4.271998882293701,4.443582111963146,4.229660877391744,4.39480597341834,839832142
2004-11-17,4.271008491516113,4.394805804747048,4.184350609264229,4.184845959683797,728034662
2004-11-18,4.1482014656066895,4.318546532670656,4.1033867146992185,4.216289625581612,667677273
2004-11-19,4.194252967834473,4.208613860889469,4.1229457489555426,4.186825083157559,352086780
2004-11-22,4.087788105010986,4.196729633651649,3.9939502592902736,4.072190019765911,496582362
2004-11-23,4.147706508636475,4.229660694593872,4.122451695692913,4.1588483378762815,498393124
2004-11-24,4.326964855194092,4.387625132662545,4.271256185590259,4.328449958337865,613531078
2004-11-26,4.441601276397705,4.4574472748547835,4.340830415169629,4.352715032517317,260175560
2004-11-29,4.482702255249023,4.529744901992868,4.395053199014594,4.465618117169432,428263241
2004-11-30,4.505727767944336,4.530982575520956,4.462893949538125,4.474283214556396,309154460
2004-12-01,4.455714702606201,4.518602871582719,4.445563100685638,4.504985712992319,315743063
2004-12-02,4.441849231719971,4.494091397291911,4.420803238949479,4.454228251544772,251374696
2004-12-03,4.46660852432251,4.48294939869601,4.397281749752628,4.455467169892239,235647968
2004-12-06,4.364846706390381,4.474036630582637,4.358161608990855,4.435163711172375,251097661
2004-12-07,4.244515419006348,4.362618792979907,4.222727113889834,4.357665763497422,275866153
2004-12-08,4.208614826202393,4.300225266890164,4.177665615629518,4.217776202084856,302802741
2004-12-09,4.294034481048584,4.295767970322538,4.171227407726489,4.215299369784425,307307563
2004-12-10,4.249962329864502,4.329935576476982,4.2410493417956845,4.294034289961206,173335277
2004-12-13,4.220250606536865,4.28784483179426,4.19549162272472,4.262837461791321,193466452
2004-12-14,4.424269676208496,4.427488268715786,4.199206158494763,4.233869309553391,445198482
2004-12-15,4.45125675201416,4.473787846200876,4.374008166553037,4.406938300213542,460559845
2004-12-16,4.369303226470947,4.468836420025933,4.356428856721149,4.381188317514272,344197318
2004-12-17,4.458684921264648,4.469083961400609,4.371284254916361,4.376483300964826,296555412
2004-12-20,4.580996990203857,4.666169771136298,4.5030046574274065,4.506223724197101,394854485
2004-12-21,4.549551963806152,4.651808388234352,4.54088546614796,4.612936422995598,221479058
2004-12-22,4.612689018249512,4.626306175172888,4.531230196729291,4.553265939197944,156865776
2004-12-23,4.652303695678711,4.669635744562377,4.605261526789533,4.64116186740471,145125936
2004-12-27,4.751590251922607,4.7860059692862675,4.682016028518233,4.683254641672759,245079187
2004-12-28,4.772635459899902,4.792195400496174,4.729306285558489,4.756541075858965,166453579
2004-12-29,4.776102066040039,4.7914527138138165,4.748370976734779,4.748370976734779,107525527
2004-12-30,4.892471790313721,4.9080698772433555,4.750104762159382,4.7778349051540845,237057231
2004-12-31,4.773377895355225,4.948922471379493,4.767682551499086,4.932829036568027,307889737
2005-01-03,5.0189924240112305,5.042018395293555,4.8394864531834125,4.887518849223389,636143518
2005-01-04,4.815716743469238,5.02443890616389,4.790461458483164,4.986557163733529,552298420
2005-01-05,4.791205406188965,4.875139568884216,4.759512934984848,4.789719354988305,330698912
2005-01-06,4.668397903442383,4.850380143676289,4.647847262950655,4.830076941352589,417041336
2005-01-07,4.799623489379883,4.809527653206286,4.674092692364686,4.720145584696949,387964757
2005-01-10,4.829582214355469,4.904850821711285,4.7496084895058,4.815716670147059,302714411
2005-01-11,4.791947841644287,4.895194974105214,4.783033431175349,4.843447688788694,279391317
2005-01-12,4.837504863739014,4.851122969455233,4.716679193696846,4.811507265214663,328338096
2005-01-13,4.836267471313477,4.887271496497248,4.804575000939572,4.837505136252322,275002929
2005-01-14,4.951152324676514,4.95214207751934,4.806556449829149,4.852856310424465,387057368
2005-01-18,5.04845666885376,5.076186813040878,4.918717041603186,4.975910819503787,528878966
2005-01-19,4.885044097900391,5.083119806138412,4.870435763187471,5.067026368152874,451995865
2005-01-20,4.801356315612793,4.859046390555373,4.75381879132689,4.76619828581516,361413608
2005-01-21,4.661713123321533,4.837010278748342,4.6577517422666626,4.816706601026278,371724110
2005-01-24,4.474531650543213,4.687710540926167,4.464627487262323,4.671864543304033,563010421
2005-01-25,4.3853983879089355,4.5121668685967595,4.364847268637115,4.5047389816404815,427966132
2005-01-26,4.685482025146484,4.6896908445132715,4.435659040610276,4.43863019499602,494161321
2005-01-27,4.656761646270752,4.676073675717729,4.585453467144146,4.673597397721828,266089645
2005-01-28,4.712717533111572,4.8206693124748305,4.61367969048642,4.704793823113477,490158373
2005-01-31,4.843448162078857,4.8617699650733766,4.746886117004591,4.795662252944077,385306832
2005-02-01,4.751341819763184,4.869197282521733,4.7198977377051525,4.812744880855385,756384528
2005-02-02,5.099460124969482,5.367852339003056,5.042513317673296,5.3369036054979615,1316889593
2005-02-03,5.220781326293945,5.282928124005727,5.095745890386965,5.100203095540687,521471303
2005-02-04,5.059845447540283,5.143779608673478,5.016268359698054,5.1120880860982,594993855
2005-02-07,4.853598594665527,5.110354107174579,4.840723750714277,5.082129089383141,520359150
2005-02-08,4.9182209968566895,4.952388795847764,4.816458966368698,4.876625312428535,460921194
2005-02-09,4.743419170379639,4.991508646405873,4.690929096286755,4.970711041326807,689434520
2005-02-10,4.654285430908203,4.759017676154576,4.5866921418853615,4.753075367315686,762154073
2005-02-11,4.639924049377441,4.761741367819789,4.60699391601639,4.621602248388938,526606480
2005-02-14,4.778330326080322,4.780559165982631,4.4814646833455924,4.5272696660338125,1548269624
2005-02-15,4.833791255950928,4.947932785175748,4.780558864364942,4.7934332344047945,1035177611
2005-02-16,4.9125261306762695,4.935304663355508,4.810765048144518,4.820669211415005,663770685
2005-02-17,4.899899005889893,4.9457035076139695,4.872911181185778,4.8981650426558385,418137429
2005-02-18,4.901136875152588,4.923172619336143,4.869197441696182,4.915002419350174,340708289
2005-02-22,4.738219738006592,4.924658261386569,4.713955625529603,4.865236593265567,541369609
2005-02-23,4.80210018157959,4.815221991031699,4.671121466936159,4.7860057954684905,625776806
2005-02-24,4.676816463470459,4.7005852244823485,4.511918343479074,4.540143836059354,1036442333
2005-02-25,4.602042198181152,4.7023181729143575,4.5931282620503335,4.683253583855841,400435325
2005-02-28,4.6545329093933105,4.701080205668314,4.601547953813942,4.605261896870395,313908211
2005-03-01,4.606746196746826,4.698109180003683,4.506222787574162,4.686719914623133,373844027
2005-03-02,4.584959030151367,4.6466104894334475,4.5646562979525465,4.604023623233582,292512314
2005-03-03,4.630268096923828,4.648589899093084,4.563418547236266,4.608480264084449,305484756
2005-03-04,4.602785110473633,4.636210120270624,4.582235417863383,4.62259248857411,271979640
2005-03-07,4.674835205078125,4.694396095371206,4.630764186486096,4.6493339019232955,347995502
2005-03-08,4.585453033447266,4.700584780742604,4.579759111457708,4.682015067627311,323050350
2005-03-09,4.4901299476623535,4.5718362174551155,4.460666316664269,4.560942300959822,456119263
2005-03-10,4.456209659576416,4.486416079658883,4.392330314639918,4.481711909912816,440063306
2005-03-11,4.402233123779297,4.480225444767589,4.386139688441473,4.467598513881049,322335682
2005-03-14,4.332660675048828,4.417089722373753,4.272742705568444,4.415357180852513,447535208
2005-03-15,4.4222893714904785,4.456704611500847,4.3133468847356236,4.34033566075356,418446584
2005-03-16,4.347763538360596,4.422289362901751,4.333155204482111,4.374998330462237,285317446
2005-03-17,4.439124584197998,4.4477901341923785,4.352714626341448,4.385644759162934,331662510
2005-03-18,4.4576945304870605,4.466608467152292,4.414861180583118,4.427240673800304,284663002
2005-03-21,4.4784932136535645,4.510432174352991,4.388616270060226,4.43863006877194,300470030
2005-03-22,4.422041416168213,4.504737905839453,4.4034717032122535,4.485920754717239,226112360
2005-03-23,4.4314494132995605,4.462646057979575,4.4064420410974305,4.4064420410974305,194526410
2005-03-24,4.438135147094727,4.477997817549902,4.436897482161514,4.47403643652851,148763520
2005-03-28,4.491862773895264,4.575550450569068,4.480226068081777,4.498300907357269,350830087
2005-03-29,4.4460577964782715,4.5379156643469525,4.4089183690328495,4.482701873551257,259890496
2005-03-30,4.467846393585205,4.492606329507883,4.446800874668503,4.472550563361532,250378977
2005-03-31,4.46933126449585,4.4911200448970385,4.398271949080514,4.405947272847125,271758815
2005-04-01,4.4576945304870605,4.5297445461872385,4.456456865577041,4.500281390251895,248206866
2005-04-04,4.587682247161865,4.588424561727532,4.452743110885705,4.455467301057409,324266893
2005-04-05,4.668893814086914,4.710736940576345,4.64413387765053,4.648095258911756,350777892
2005-04-06,4.684986114501953,4.695633065790701,4.644380658765489,4.68548146484685,210891521
2005-04-07,4.797394752502441,4.818688183764462,4.670626287804507,4.674092792620053,389141150
2005-04-08,4.755055904388428,4.830571949647747,4.740200133511351,4.795661836125602,205431131
2005-04-11,4.784271717071533,4.823143682430294,4.761741098384048,4.780805686820899,217231195
2005-04-12,4.802347183227539,4.8137364501535265,4.689690756867027,4.778577474566298,293881426
2005-04-13,4.7768449783325195,4.811260217623084,4.697614511458413,4.790214224905679,263214910
2005-04-14,4.740200519561768,4.81225054016398,4.706775506385645,4.785262712212518,247030473
2005-04-15,4.580501556396484,4.712717443522851,4.5720834442176645,4.706775135156745,464831797
2005-04-18,4.629277229309082,4.651808321623835,4.543114240561609,4.570102063709133,262994085
2005-04-19,4.7389631271362305,4.75381890007764,4.655523360455165,4.687711184507925,338463908
2005-04-20,4.904850482940674,4.964273088539431,4.850627396808511,4.916734624844857,620376641
2005-04-21,5.056379318237305,5.075691822666479,4.935057807054452,4.962293548230317,712737539
2005-04-22,5.34334135055542,5.54612120998487,5.304963308723984,5.518885944845645,1333182435
2005-04-25,5.534483909606934,5.5644428902110885,5.385679707346621,5.3931075929525685,796574608
2005-04-26,5.416133880615234,5.496602488039223,5.404744613360813,5.452530522209952,693469588
2005-04-27,5.441636562347412,5.46812904197445,5.3663679432091556,5.39731715481303,412131000
2005-04-28,5.433465480804443,5.498582486328271,5.390383271321841,5.434703145695562,348613811
2005-04-29,5.447084426879883,5.502793102137535,5.393108293129214,5.4943740406585935,368182886
2005-05-02,5.503782272338867,5.538692858497227,5.452282426678766,5.497839490204018,392160425
2005-05-03,5.600345134735107,5.648873359506202,5.4797659393731895,5.492888696411587,713873782
2005-05-04,5.657538890838623,5.691707167442724,5.620399933766752,5.626094804540616,485151677
2005-05-05,5.619904518127441,5.660510453656007,5.592669725675697,5.660510453656007,301509913
2005-05-06,5.645654201507568,5.676108058040975,5.607277109100241,5.655062066442638,271570110
2005-05-09,5.59613561630249,5.657538683423246,5.581527756621778,5.645159663545847,222302131
2005-05-10,5.640206813812256,5.640206813812256,5.563947978771155,5.582517692668948,254783425
2005-05-11,5.726617813110352,5.743701476141232,5.6434254935606365,5.6691756552372885,460873014
2005-05-12,5.662986755371094,5.749892075440454,5.650110962655798,5.714733098255354,359269602
2005-05-13,5.67586088180542,5.72166538780784,5.628322412406986,5.674375778656237,297731805
2005-05-16,5.720674991607666,5.734787973122934,5.659271932240346,5.686754632750613,228107811
2005-05-17,5.772175312042236,5.780098074024126,5.699629471145007,5.708543407908764,313526787
2005-05-18,5.921475410461426,5.941530229463961,5.781831147937296,5.7840599878481855,494325936
2005-05-19,5.921969890594482,5.971240901091088,5.899438794985114,5.950691207056388,390116793
2005-05-20,5.98213529586792,5.9836213470499775,5.9336065998980425,5.972232080143659,327763952
2005-05-23,6.3248066902160645,6.390419526836158,6.009371809706799,6.020513638983016,858738744
2005-05-24,6.3384246826171875,6.57215423292072,6.276525790211723,6.362193443955855,1166078427
2005-05-25,6.457517623901367,6.461726443186214,6.205465804463445,6.257460531182168,725023418
2005-05-26,6.417654037475586,6.53055694613513,6.395370381548249,6.461231122628875,543895039
2005-05-27,6.586018085479736,6.587256698373963,6.418891616303956,6.44885059530929,489190760
2005-05-31,6.865058422088623,6.8930369506233795,6.669459004655345,6.670944107832009,892805959
2005-06-01,7.1307268142700195,7.251801353761969,6.982665869557605,7.0118825366136655,1412944285
2005-06-02,7.128251075744629,7.174798367756611,7.046544810005214,7.1488012427619045,721658854
2005-06-03,6.939088821411133,7.162914187887026,6.86852391016761,7.10076738875027,754108027
2005-06-06,7.20352029800415,7.273094988838465,6.977961421820902,6.991826967152527,904413304
2005-06-07,7.257495403289795,7.417689354408242,7.187674697056908,7.356038848743127,976566743
2005-06-08,6.921757698059082,7.2592297561746735,6.883133162866455,7.250811642942639,1031889331
2005-06-09,7.088883399963379,7.143106964516596,6.946516857540035,7.049516554559632,660109011
2005-06-10,6.994550704956055,7.1129010579629615,6.9331466886060875,7.105720610069514,509767599
2005-06-13,7.000741004943848,7.036393910538281,6.846488884750783,6.928195158641372,514047581
2005-06-14,6.89179801940918,6.9633526856959875,6.8769422481331635,6.897740801939092,405189077
2005-06-15,6.803902626037598,6.865800568315533,6.621425021612532,6.808854233890465,838454999
2005-06-16,6.869267463684082,6.89056089552482,6.761068711093906,6.790532343758469,500364485
2005-06-17,6.940079212188721,6.940079212188721,6.831138147111632,6.907892811900677,418940428
2005-06-20,7.09853982925415,7.122556026188801,6.727889777559459,6.835841077768867,844140229
2005-06-21,7.126765727996826,7.187674868575141,7.055706407044151,7.132461072749917,607560783
2005-06-22,7.162914276123047,7.237688007331304,7.147316190622876,7.1720756509015615,420530365
2005-06-23,7.173066139221191,7.299339723061207,7.093587761627254,7.1307267163899555,564363474
2005-06-24,7.359752655029297,7.378322369655498,7.169847163484545,7.202530335246177,713512433
2005-06-27,7.529354572296143,7.53851594765098,7.275817645171355,7.400605655159344,714785186
2005-06-28,7.477359294891357,7.656866694939727,7.477359294891357,7.583330624751543,764314139
2005-06-29,7.247591972351074,7.536286920447843,7.233478989391635,7.489739626333441,734691521
2005-06-30,7.282998085021973,7.401348435715792,7.205996457427163,7.287702728800004,606039101
2005-07-01,7.211195468902588,7.334745339163798,7.160934230950536,7.305033795527589,370487492
2005-07-05,7.321622848510742,7.328307471619257,7.185940452443869,7.232241255973183,300883574
2005-07-06,7.217880725860596,7.368417943008584,7.214414221247516,7.360990057423058,321211484
2005-07-07,7.317413806915283,7.32385051762525,7.143354322712514,7.165143102776905,428484066
2005-07-08,7.334497451782227,7.365942482884423,7.280522274181283,7.334992328132841,299422117
2005-07-11,7.263190269470215,7.343658871038042,7.205500200753507,7.338706315345935,336869956
2005-07-12,7.224318504333496,7.289188074161912,7.203272512146343,7.264180700936717,235475323
2005-07-13,7.39961576461792,7.409023629950463,7.2322413696232415,7.242392023537237,459230882
2005-07-14,7.449877738952637,7.59496801683811,7.429575007057533,7.5600574240756115,428307406
2005-07-15,7.457304954528809,7.51202339783952,7.422394364907401,7.4585426194959705,338801168
2005-07-18,7.416451454162598,7.474884313424703,7.3721320518503815,7.4278407209771,249242734
2005-07-19,7.67296028137207,7.684102111094174,7.472408768432878,7.479836654914281,506748324
2005-07-20,7.724954605102539,7.740057814551161,7.4724079156163645,7.565750888380276,574561556
2005-07-21,7.772988319396973,7.868559188379204,7.705395030933689,7.7757110875597055,794543021
2005-07-22,7.487262725830078,7.65686594542657,7.3369734296832965,7.585557773962338,938978379
2005-07-25,7.325089454650879,7.509299600449752,7.303053709455138,7.487015943047645,387800142
2005-07-26,7.331031799316406,7.378322833544245,7.231994421128881,7.304291882593007,394147846
2005-07-27,7.351830005645752,7.3840164054463235,7.239669401601453,7.371884349710829,289798178
2005-07-28,7.266904354095459,7.363713831632024,7.26145644792388,7.363713831632024,237912424
2005-07-29,7.124785900115967,7.25056414317444,7.105720833878133,7.233232092405665,335785908
2005-08-01,7.220108985900879,7.242144731582579,7.133203194135623,7.133698544539766,227344963
2005-08-02,7.407785892486572,7.415956566802579,7.207976714070542,7.219860857237948,292701018
2005-08-03,7.360990524291992,7.420908489135849,7.318899485984066,7.378322574437168,238113174
2005-08-04,7.371636867523193,7.4030809525591765,7.310233800615736,7.317661686535896,210245108
2005-08-05,7.238430023193359,7.39094863351098,7.21268033725223,7.365942210107234,238478538
2005-08-08,7.211195468902588,7.3201370055361545,7.192378315939496,7.2693808912031805,179943955
2005-08-09,7.219119071960449,7.2466027252397005,7.143355105858647,7.228775324132778,232038489
2005-08-10,7.0732855796813965,7.237935784947536,7.0534782001373335,7.21243306090479,276191367
2005-08-11,7.032927513122559,7.09556919613772,6.948002645265478,7.078485057677263,301722708
2005-08-12,7.173313617706299,7.185198234983375,6.973256999587715,7.015843860843582,264423423
2005-08-15,7.031689167022705,7.248829441720605,7.025994296747623,7.175293848619716,328213631
2005-08-16,7.072542190551758,7.125527139641833,7.015347000467766,7.053477601209904,285433881
2005-08-17,7.058924674987793,7.0953213155254415,7.0316894096461,7.069076276953778,155914222
2005-08-18,6.932403087615967,6.945030966508577,6.808853702843908,6.831384796669866,476692087
2005-08-19,6.932651996612549,6.968553765469974,6.923244130037689,6.9571644970569055,222547046
2005-08-22,6.784341812133789,6.969047784351262,6.768000937214301,6.963352913835706,273541472
2005-08-23,6.922252178192139,6.926214507404271,6.787065601727674,6.837575700286974,233740846
2005-08-24,6.996283054351807,7.050259183130571,6.844755604334122,6.872486220302353,345012362
2005-08-25,6.996777534484863,7.031688593807218,6.931907971174238,6.9957873078297235,175720183
2005-08-26,7.021290302276611,7.056944627910051,6.998511768647387,7.018814024345969,150775031
2005-08-29,7.141869068145752,7.158458330229931,6.988113243783756,6.988113243783756,237005036
2005-08-30,7.112654209136963,7.1681144991519465,7.07823754403587,7.115624415779988,192398464
2005-08-31,7.081208229064941,7.1431071186880475,7.0406022958134145,7.13642202154405,202114747
2005-09-01,7.087398529052734,7.11834726318092,7.056448372866004,7.078980416487526,110095123
2005-09-02,7.141869068145752,7.1799996745209675,7.092103177971403,7.093836667454554,137894934
2005-09-06,7.108691215515137,7.165143623222803,7.101015891309663,7.155486897388198,169123549
2005-09-07,7.3008246421813965,7.316422727857277,7.063381164203719,7.078484373521317,301104399
2005-09-08,7.313700199127197,7.410013854440585,7.263438013791174,7.299834654271169,265523531
2005-09-09,7.405309677124023,7.405557115311005,7.342667998178582,7.360494924109571,176278267
2005-09-12,7.6689982414245605,7.710593928129249,7.452600747245831,7.471170461854852,417017246
2005-09-13,7.717031955718994,7.812354909343734,7.58060677026949,7.6506763344297575,413540262
2005-09-14,7.502119064331055,7.756646210027497,7.435268566932906,7.6439907334117345,452722579
2005-09-15,7.492710590362549,7.5949665446524515,7.3760927941422105,7.41595593557009,620966845
2005-09-16,7.432792663574219,7.539258872820221,7.424621988878095,7.527374255080406,304328438
2005-09-19,7.521678924560547,7.576397366045984,7.445420088758123,7.452600536210122,231339881
2005-09-20,7.623688220977783,7.707622378668726,7.557332602183039,7.580111134922708,375441994
2005-09-21,7.72247838973999,7.768531755061122,7.57540767506107,7.636067951528007,406305245
2005-09-22,7.70935583114624,7.90371756911017,7.679644763456294,7.71257489751109,522206047
2005-09-23,7.8081464767456055,7.853951458410136,7.739563434376687,7.74971503673336,340623975
2005-09-26,7.781406402587891,7.946551487008533,7.738820488449688,7.9106511442528475,397259466
2005-09-27,7.772988319396973,7.88366239854651,7.759122774214502,7.797994745521072,275954483
2005-09-28,7.576396942138672,7.801707880343207,7.566493253188265,7.779920523083477,321095049
2005-09-29,7.666026592254639,7.693261855910189,7.578378492996672,7.593234263724967,225393676
2005-09-30,7.835381507873535,7.861131196268257,7.732135316104924,7.779921223970466,367424053
2005-10-03,7.890347957611084,7.925754372100819,7.744514428318094,7.765312983069026,367785402
2005-10-04,7.7001953125,7.9547229507223625,7.693757653074091,7.921793287026139,367143003
2005-10-05,7.693014621734619,7.79675711378413,7.625916683390859,7.74203819543915,334384676
2005-10-06,7.743524551391602,7.786357903131019,7.677663805458286,7.777939790500263,320950509
2005-10-07,7.7494659423828125,7.8405815005847,7.688805664350487,7.79403325769577,271827070
2005-10-10,7.691529750823975,7.794777369603188,7.654390793627973,7.757390500186054,223723439
2005-10-11,7.578873634338379,7.741048031080596,7.548171391080066,7.690538882857815,342984790
2005-10-12,7.451858043670654,7.605861772539433,7.403080960715164,7.556590761240781,373643277
2005-10-13,7.3644561767578125,7.477358609692707,7.197081795679642,7.477358609692707,424292413
2005-10-14,7.332268714904785,7.433535870695403,7.243135510264157,7.4253642485423175,342041267
2005-10-17,7.551638603210449,7.556591159449694,7.293150055360625,7.365943341294377,303802474
2005-10-18,7.50905179977417,7.624925864632441,7.495681131958841,7.550647484230615,284173173
2005-10-19,7.643249034881592,7.672217791497367,7.525888431156142,7.5268796060302865,281479113
2005-10-20,7.507071018218994,7.703414174260395,7.457800006076788,7.6751886812689705,558553779
2005-10-21,8.41574478149414,8.577425279955904,8.24490432843974,8.561825295188584,919128253
2005-10-24,8.6323881149292,8.648482973106125,8.472442558426557,8.501658276423747,378682093
2005-10-25,8.589306831359863,8.601438885799231,8.48903085557173,8.561328305876188,276163262
2005-10-26,8.800504684448242,8.814370702712969,8.571480269410776,8.573709109075782,357635500
2005-10-27,8.74158000946045,8.841360183776562,8.707410781793666,8.829228126552994,206145800
2005-10-28,8.868099212646484,8.88741171555277,8.790106886467537,8.79629663323869,237025111
2005-10-31,9.2139892578125,9.278612343688417,8.901278557655946,8.91935197523298,575866428
2005-11-01,9.393248558044434,9.505160774685647,9.136492092592633,9.207056534496965,656696267
2005-11-02,9.400675773620605,9.53239536055453,9.33852897479321,9.450689569665625,424200069
2005-11-03,9.555916786193848,9.571515820407882,9.442766431780734,9.46826962975033,299052737
2005-11-04,9.666840553283691,9.700513004823653,9.54353859238253,9.655698250143054,354319116
2005-11-07,9.780733108520508,9.841146897261718,9.70942635104432,9.782467071950993,385098052
2005-11-08,9.653717041015625,9.794599441163,9.621035289647692,9.761420917314666,317084071
2005-11-09,9.387552261352539,9.613854857162105,9.359822120813844,9.573744275416749,420245300
2005-11-10,9.683427810668945,9.689618505396608,9.344966508048394,9.367993427533875,366516664
2005-11-11,9.666096687316895,9.827032944968765,9.627719120288699,9.78296145566663,283615089
2005-11-14,9.828766822814941,9.859717454981173,9.694075117164035,9.708683451499486,313486637
2005-11-15,9.725520133972168,9.82950958844024,9.67971467962324,9.764640016997545,346289130
2005-11-16,9.857983589172363,9.875315639984693,9.757955035772307,9.809702801965297,349111670
2005-11-17,9.98920726776123,9.998121678474899,9.892149879094509,9.9483543711885,369869183
2005-11-18,9.908987998962402,10.015205350597382,9.900075483474756,9.99019892351328,282077347
2005-11-21,10.135536193847656,10.150887789451511,9.742603415589512,9.88323741763157,414953540
